date,time,height
28/12/2011,11:39,4.37
28/12/2011,17:38,1.08
29/12/2011,00:17,3.95
29/12/2011,05:38,1.68
29/12/2011,12:20,4.23
29/12/2011,18:18,1.31
30/12/2011,00:59,3.79
30/12/2011,06:16,1.86
30/12/2011,13:01,4.07
30/12/2011,18:59,1.56
31/12/2011,01:43,3.64
31/12/2011,06:56,2.05
31/12/2011,13:45,3.89
31/12/2011,19:45,1.81
01/01/2012,02:32,3.52
01/01/2012,07:46,2.24
01/01/2012,14:37,3.71
01/01/2012,20:42,2.02
02/01/2012,03:30,3.45
02/01/2012,08:55,2.38
02/01/2012,15:38,3.58
02/01/2012,21:53,2.14
03/01/2012,04:36,3.45
03/01/2012,10:23,2.41
03/01/2012,16:49,3.52
03/01/2012,23:08,2.16
04/01/2012,05:44,3.52
04/01/2012,11:44,2.29
04/01/2012,18:00,3.55
05/01/2012,00:08,2.09
05/01/2012,06:41,3.64
05/01/2012,12:41,2.09
05/01/2012,19:00,3.63
06/01/2012,00:56,1.98
06/01/2012,07:29,3.78
06/01/2012,13:26,1.86
06/01/2012,19:50,3.74
07/01/2012,01:35,1.85
07/01/2012,08:11,3.92
07/01/2012,14:05,1.63
07/01/2012,20:33,3.85
08/01/2012,02:12,1.71
08/01/2012,08:50,4.06
08/01/2012,14:42,1.4
08/01/2012,21:14,3.96
09/01/2012,02:48,1.57
09/01/2012,09:28,4.17
09/01/2012,15:19,1.19
09/01/2012,21:53,4.04
10/01/2012,03:24,1.44
10/01/2012,10:05,4.27
10/01/2012,15:56,1.02
10/01/2012,22:32,4.09
11/01/2012,04:02,1.36
11/01/2012,10:42,4.32
11/01/2012,16:35,0.91
11/01/2012,23:11,4.1
12/01/2012,04:39,1.33
12/01/2012,11:20,4.34
12/01/2012,17:14,0.88
12/01/2012,23:50,4.06
13/01/2012,05:18,1.37
13/01/2012,11:59,4.3
13/01/2012,17:56,0.94
14/01/2012,00:32,3.99
14/01/2012,05:59,1.47
14/01/2012,12:41,4.22
14/01/2012,18:41,1.09
15/01/2012,01:16,3.88
15/01/2012,06:43,1.63
15/01/2012,13:28,4.1
15/01/2012,19:31,1.3
16/01/2012,02:07,3.77
16/01/2012,07:35,1.83
16/01/2012,14:24,3.95
16/01/2012,20:32,1.54
17/01/2012,03:07,3.67
17/01/2012,08:44,2
17/01/2012,15:33,3.81
17/01/2012,21:47,1.73
18/01/2012,04:18,3.64
18/01/2012,10:14,2.05
18/01/2012,16:53,3.75
18/01/2012,23:08,1.81
19/01/2012,05:33,3.7
19/01/2012,11:47,1.9
19/01/2012,18:14,3.79
20/01/2012,00:20,1.76
20/01/2012,06:43,3.85
20/01/2012,12:56,1.61
20/01/2012,19:23,3.91
21/01/2012,01:17,1.64
21/01/2012,07:42,4.03
21/01/2012,13:50,1.3
21/01/2012,20:20,4.03
22/01/2012,02:04,1.5
22/01/2012,08:33,4.2
22/01/2012,14:37,1.05
22/01/2012,21:10,4.12
23/01/2012,02:46,1.38
23/01/2012,09:19,4.34
23/01/2012,15:19,0.87
23/01/2012,21:54,4.15
24/01/2012,03:25,1.3
24/01/2012,10:01,4.41
24/01/2012,15:59,0.8
24/01/2012,22:35,4.14
25/01/2012,04:02,1.26
25/01/2012,10:41,4.42
25/01/2012,16:35,0.83
25/01/2012,23:13,4.08
26/01/2012,04:37,1.29
26/01/2012,11:17,4.37
26/01/2012,17:11,0.95
26/01/2012,23:49,3.97
27/01/2012,05:11,1.38
27/01/2012,11:53,4.25
27/01/2012,17:43,1.15
28/01/2012,00:24,3.85
28/01/2012,05:44,1.53
28/01/2012,12:29,4.09
28/01/2012,18:15,1.39
29/01/2012,00:59,3.71
29/01/2012,06:17,1.72
29/01/2012,13:06,3.91
29/01/2012,18:50,1.65
30/01/2012,01:38,3.58
30/01/2012,06:56,1.94
30/01/2012,13:47,3.71
30/01/2012,19:30,1.91
31/01/2012,02:24,3.47
31/01/2012,07:47,2.18
31/01/2012,14:39,3.53
31/01/2012,20:26,2.15
01/02/2012,03:23,3.38
01/02/2012,09:05,2.35
01/02/2012,15:47,3.4
01/02/2012,21:52,2.3
02/02/2012,04:37,3.37
02/02/2012,10:54,2.34
02/02/2012,17:09,3.36
02/02/2012,23:26,2.27
03/02/2012,05:54,3.45
03/02/2012,12:13,2.13
03/02/2012,18:26,3.44
04/02/2012,00:29,2.12
04/02/2012,06:56,3.6
04/02/2012,13:05,1.85
04/02/2012,19:23,3.59
05/02/2012,01:14,1.91
05/02/2012,07:44,3.78
05/02/2012,13:46,1.55
05/02/2012,20:11,3.75
06/02/2012,01:53,1.68
06/02/2012,08:26,3.97
06/02/2012,14:23,1.24
06/02/2012,20:53,3.92
07/02/2012,02:30,1.44
07/02/2012,09:06,4.15
07/02/2012,15:00,0.95
07/02/2012,21:32,4.06
08/02/2012,03:07,1.22
08/02/2012,09:45,4.31
08/02/2012,15:38,0.71
08/02/2012,22:12,4.16
09/02/2012,03:44,1.06
09/02/2012,10:24,4.41
09/02/2012,16:16,0.56
09/02/2012,22:51,4.2
10/02/2012,04:22,0.98
10/02/2012,11:03,4.46
10/02/2012,16:55,0.54
10/02/2012,23:31,4.18
11/02/2012,05:01,1
11/02/2012,11:43,4.42
11/02/2012,17:35,0.66
12/02/2012,00:11,4.09
12/02/2012,05:40,1.11
12/02/2012,12:24,4.31
12/02/2012,18:17,0.89
13/02/2012,00:53,3.96
13/02/2012,06:23,1.31
13/02/2012,13:10,4.13
13/02/2012,19:04,1.23
14/02/2012,01:40,3.8
14/02/2012,07:12,1.57
14/02/2012,14:05,3.9
14/02/2012,20:01,1.6
15/02/2012,02:37,3.65
15/02/2012,08:20,1.83
15/02/2012,15:16,3.68
15/02/2012,21:20,1.91
16/02/2012,03:50,3.55
16/02/2012,10:04,1.94
16/02/2012,16:44,3.57
16/02/2012,22:56,2.02
17/02/2012,05:14,3.57
17/02/2012,11:46,1.78
17/02/2012,18:11,3.62
18/02/2012,00:14,1.92
18/02/2012,06:31,3.72
18/02/2012,12:54,1.49
18/02/2012,19:19,3.75
19/02/2012,01:09,1.74
19/02/2012,07:31,3.91
19/02/2012,13:44,1.2
19/02/2012,20:12,3.88
20/02/2012,01:53,1.54
20/02/2012,08:20,4.09
20/02/2012,14:26,0.98
20/02/2012,20:57,3.98
21/02/2012,02:31,1.35
21/02/2012,09:04,4.22
21/02/2012,15:02,0.83
21/02/2012,21:37,4.04
22/02/2012,03:06,1.2
22/02/2012,09:43,4.3
22/02/2012,15:36,0.77
22/02/2012,22:13,4.06
23/02/2012,03:40,1.1
23/02/2012,10:19,4.32
23/02/2012,16:08,0.78
23/02/2012,22:47,4.04
24/02/2012,04:12,1.08
24/02/2012,10:53,4.28
24/02/2012,16:40,0.89
24/02/2012,23:19,3.98
25/02/2012,04:44,1.14
25/02/2012,11:26,4.18
25/02/2012,17:09,1.06
25/02/2012,23:50,3.89
26/02/2012,05:15,1.27
26/02/2012,11:59,4.03
26/02/2012,17:38,1.28
27/02/2012,00:22,3.78
27/02/2012,05:47,1.45
27/02/2012,12:32,3.86
27/02/2012,18:08,1.52
28/02/2012,00:56,3.65
28/02/2012,06:21,1.67
28/02/2012,13:10,3.67
28/02/2012,18:42,1.79
29/02/2012,01:34,3.52
29/02/2012,07:04,1.92
29/02/2012,13:56,3.48
29/02/2012,19:26,2.06
01/03/2012,02:24,3.39
01/03/2012,08:08,2.14
01/03/2012,14:58,3.32
01/03/2012,20:38,2.29
02/03/2012,03:32,3.3
02/03/2012,09:54,2.23
02/03/2012,16:19,3.25
02/03/2012,22:30,2.34
03/03/2012,04:56,3.32
03/03/2012,11:35,2.05
03/03/2012,17:46,3.31
03/03/2012,23:56,2.16
04/03/2012,06:12,3.45
04/03/2012,12:34,1.74
04/03/2012,18:52,3.48
05/03/2012,00:48,1.9
05/03/2012,07:09,3.65
05/03/2012,13:18,1.39
05/03/2012,19:42,3.69
06/03/2012,01:29,1.6
06/03/2012,07:56,3.88
06/03/2012,13:56,1.04
06/03/2012,20:26,3.9
07/03/2012,02:07,1.3
07/03/2012,08:39,4.11
07/03/2012,14:35,0.71
07/03/2012,21:08,4.08
08/03/2012,02:44,1.02
08/03/2012,09:20,4.31
08/03/2012,15:14,0.45
08/03/2012,21:49,4.22
09/03/2012,03:23,0.81
09/03/2012,10:02,4.45
09/03/2012,15:53,0.32
09/03/2012,22:29,4.28
10/03/2012,04:02,0.7
10/03/2012,10:43,4.5
10/03/2012,16:33,0.35
10/03/2012,23:08,4.26
11/03/2012,04:42,0.71
11/03/2012,11:25,4.44
11/03/2012,17:14,0.54
11/03/2012,23:49,4.16
12/03/2012,05:23,0.83
12/03/2012,12:09,4.29
12/03/2012,17:56,0.87
13/03/2012,00:31,4.01
13/03/2012,06:08,1.06
13/03/2012,12:57,4.06
13/03/2012,18:42,1.28
14/03/2012,01:17,3.83
14/03/2012,06:59,1.35
14/03/2012,13:54,3.79
14/03/2012,19:39,1.71
15/03/2012,02:14,3.64
15/03/2012,08:13,1.63
15/03/2012,15:08,3.55
15/03/2012,21:03,2.03
16/03/2012,03:28,3.51
16/03/2012,10:04,1.74
16/03/2012,16:40,3.45
16/03/2012,22:44,2.11
17/03/2012,04:56,3.51
17/03/2012,11:38,1.58
17/03/2012,18:03,3.51
18/03/2012,00:01,1.97
18/03/2012,06:13,3.64
18/03/2012,12:41,1.34
18/03/2012,19:06,3.64
19/03/2012,00:53,1.75
19/03/2012,07:13,3.81
19/03/2012,13:28,1.13
19/03/2012,19:56,3.77
20/03/2012,01:35,1.53
20/03/2012,08:01,3.96
20/03/2012,14:05,0.98
20/03/2012,20:36,3.87
21/03/2012,02:10,1.32
21/03/2012,08:42,4.07
21/03/2012,14:38,0.88
21/03/2012,21:13,3.94
22/03/2012,02:43,1.15
22/03/2012,09:20,4.13
22/03/2012,15:08,0.83
22/03/2012,21:47,3.99
23/03/2012,03:16,1.04
23/03/2012,09:55,4.15
23/03/2012,15:39,0.85
23/03/2012,22:19,4
24/03/2012,03:48,0.99
24/03/2012,10:29,4.12
24/03/2012,16:08,0.93
24/03/2012,22:50,3.98
25/03/2012,04:20,1.03
25/03/2012,11:01,4.04
25/03/2012,16:37,1.07
25/03/2012,23:20,3.91
26/03/2012,04:51,1.13
26/03/2012,11:33,3.92
26/03/2012,17:05,1.26
26/03/2012,23:50,3.82
27/03/2012,05:23,1.28
27/03/2012,12:06,3.78
27/03/2012,17:35,1.48
28/03/2012,00:21,3.71
28/03/2012,05:57,1.47
28/03/2012,12:42,3.61
28/03/2012,18:08,1.71
29/03/2012,00:58,3.58
29/03/2012,06:38,1.68
29/03/2012,13:26,3.45
29/03/2012,18:49,1.96
30/03/2012,01:44,3.45
30/03/2012,07:34,1.88
30/03/2012,14:23,3.3
30/03/2012,19:50,2.19
31/03/2012,02:44,3.33
31/03/2012,09:04,1.98
31/03/2012,15:38,3.22
31/03/2012,21:31,2.29
01/04/2012,04:01,3.3
01/04/2012,10:43,1.86
01/04/2012,17:01,3.28
01/04/2012,23:08,2.14
02/04/2012,05:20,3.39
02/04/2012,11:51,1.58
02/04/2012,18:12,3.44
03/04/2012,00:10,1.87
03/04/2012,06:26,3.58
03/04/2012,12:41,1.24
03/04/2012,19:08,3.66
04/04/2012,00:56,1.55
04/04/2012,07:20,3.82
04/04/2012,13:24,0.89
04/04/2012,19:55,3.88
05/04/2012,01:38,1.22
05/04/2012,08:08,4.07
05/04/2012,14:06,0.59
05/04/2012,20:39,4.08
06/04/2012,02:20,0.92
06/04/2012,08:54,4.28
06/04/2012,14:47,0.37
06/04/2012,21:23,4.23
07/04/2012,03:01,0.68
07/04/2012,09:39,4.42
07/04/2012,15:29,0.3
07/04/2012,22:05,4.3
08/04/2012,03:44,0.55
08/04/2012,10:24,4.45
08/04/2012,16:11,0.39
08/04/2012,22:47,4.29
09/04/2012,04:26,0.54
09/04/2012,11:10,4.38
09/04/2012,16:54,0.63
09/04/2012,23:29,4.21
10/04/2012,05:11,0.66
10/04/2012,11:57,4.21
10/04/2012,17:38,0.98
11/04/2012,00:12,4.06
11/04/2012,05:59,0.88
11/04/2012,12:47,3.96
11/04/2012,18:26,1.39
12/04/2012,01:00,3.88
12/04/2012,06:55,1.16
12/04/2012,13:47,3.7
12/04/2012,19:23,1.78
13/04/2012,01:56,3.7
13/04/2012,08:13,1.42
13/04/2012,15:00,3.49
13/04/2012,20:45,2.05
14/04/2012,03:07,3.56
14/04/2012,09:50,1.52
14/04/2012,16:24,3.4
14/04/2012,22:18,2.11
15/04/2012,04:29,3.52
15/04/2012,11:14,1.45
15/04/2012,17:40,3.44
15/04/2012,23:33,1.98
16/04/2012,05:44,3.59
16/04/2012,12:14,1.31
16/04/2012,18:40,3.54
17/04/2012,00:27,1.78
17/04/2012,06:44,3.7
17/04/2012,13:00,1.19
17/04/2012,19:28,3.66
18/04/2012,01:09,1.57
18/04/2012,07:34,3.8
18/04/2012,13:36,1.11
18/04/2012,20:08,3.76
19/04/2012,01:45,1.38
19/04/2012,08:16,3.88
19/04/2012,14:08,1.05
19/04/2012,20:45,3.86
20/04/2012,02:19,1.21
20/04/2012,08:54,3.94
20/04/2012,14:38,1.01
20/04/2012,21:19,3.92
21/04/2012,02:53,1.09
21/04/2012,09:30,3.96
21/04/2012,15:09,1.02
21/04/2012,21:52,3.96
22/04/2012,03:26,1.03
22/04/2012,10:05,3.95
22/04/2012,15:40,1.07
22/04/2012,22:23,3.96
23/04/2012,03:59,1.03
23/04/2012,10:38,3.9
23/04/2012,16:10,1.18
23/04/2012,22:53,3.92
24/04/2012,04:32,1.09
24/04/2012,11:11,3.82
24/04/2012,16:40,1.32
24/04/2012,23:24,3.86
25/04/2012,05:05,1.19
25/04/2012,11:45,3.71
25/04/2012,17:11,1.48
25/04/2012,23:56,3.77
26/04/2012,05:41,1.31
26/04/2012,12:23,3.59
26/04/2012,17:46,1.66
27/04/2012,00:32,3.67
27/04/2012,06:23,1.46
27/04/2012,13:06,3.47
27/04/2012,18:27,1.85
28/04/2012,01:17,3.55
28/04/2012,07:15,1.6
28/04/2012,13:59,3.36
28/04/2012,19:23,2.03
29/04/2012,02:11,3.45
29/04/2012,08:27,1.68
29/04/2012,15:04,3.3
29/04/2012,20:43,2.13
30/04/2012,03:19,3.4
30/04/2012,09:50,1.62
30/04/2012,16:17,3.33
30/04/2012,22:11,2.06
01/05/2012,04:32,3.45
01/05/2012,11:01,1.42
01/05/2012,17:28,3.46
01/05/2012,23:22,1.85
02/05/2012,05:41,3.59
02/05/2012,11:59,1.16
02/05/2012,18:29,3.65
03/05/2012,00:19,1.56
03/05/2012,06:42,3.8
03/05/2012,12:50,0.88
03/05/2012,19:21,3.86
04/05/2012,01:09,1.24
04/05/2012,07:38,4.02
04/05/2012,13:37,0.65
04/05/2012,20:10,4.06
05/05/2012,01:56,0.94
05/05/2012,08:29,4.2
05/05/2012,14:22,0.51
05/05/2012,20:57,4.2
06/05/2012,02:41,0.69
06/05/2012,09:20,4.32
06/05/2012,15:08,0.49
06/05/2012,21:42,4.29
07/05/2012,03:28,0.53
07/05/2012,10:08,4.35
07/05/2012,15:52,0.6
07/05/2012,22:27,4.3
08/05/2012,04:14,0.49
08/05/2012,10:57,4.28
08/05/2012,16:37,0.82
08/05/2012,23:11,4.25
09/05/2012,05:02,0.56
09/05/2012,11:47,4.12
09/05/2012,17:23,1.12
09/05/2012,23:57,4.13
10/05/2012,05:53,0.74
10/05/2012,12:39,3.91
10/05/2012,18:11,1.44
11/05/2012,00:45,3.98
11/05/2012,06:50,0.99
11/05/2012,13:35,3.69
11/05/2012,19:05,1.75
12/05/2012,01:39,3.81
12/05/2012,08:01,1.22
12/05/2012,14:41,3.5
12/05/2012,20:13,1.97
13/05/2012,02:41,3.66
13/05/2012,09:19,1.39
13/05/2012,15:51,3.4
13/05/2012,21:33,2.06
14/05/2012,03:53,3.56
14/05/2012,10:32,1.45
14/05/2012,17:00,3.39
14/05/2012,22:47,2.01
15/05/2012,05:03,3.54
15/05/2012,11:34,1.44
15/05/2012,18:00,3.45
15/05/2012,23:49,1.87
16/05/2012,06:07,3.58
16/05/2012,12:23,1.4
16/05/2012,18:51,3.56
17/05/2012,00:37,1.7
17/05/2012,07:00,3.64
17/05/2012,13:02,1.35
17/05/2012,19:35,3.67
18/05/2012,01:18,1.52
18/05/2012,07:47,3.7
18/05/2012,13:37,1.31
18/05/2012,20:15,3.77
19/05/2012,01:56,1.36
19/05/2012,08:28,3.76
19/05/2012,14:10,1.27
19/05/2012,20:51,3.86
20/05/2012,02:31,1.23
20/05/2012,09:07,3.8
20/05/2012,14:42,1.25
20/05/2012,21:26,3.92
21/05/2012,03:06,1.13
21/05/2012,09:43,3.82
21/05/2012,15:15,1.26
21/05/2012,21:59,3.95
22/05/2012,03:41,1.08
22/05/2012,10:19,3.81
22/05/2012,15:47,1.31
22/05/2012,22:32,3.94
23/05/2012,04:15,1.07
23/05/2012,10:54,3.77
23/05/2012,16:20,1.38
23/05/2012,23:04,3.91
24/05/2012,04:51,1.1
24/05/2012,11:30,3.71
24/05/2012,16:54,1.46
24/05/2012,23:38,3.86
25/05/2012,05:29,1.15
25/05/2012,12:08,3.64
25/05/2012,17:32,1.57
26/05/2012,00:15,3.79
26/05/2012,06:11,1.23
26/05/2012,12:50,3.56
26/05/2012,18:13,1.69
27/05/2012,00:57,3.71
27/05/2012,06:59,1.32
27/05/2012,13:38,3.49
27/05/2012,19:03,1.82
28/05/2012,01:47,3.63
28/05/2012,07:57,1.38
28/05/2012,14:34,3.44
28/05/2012,20:05,1.92
29/05/2012,02:45,3.57
29/05/2012,09:05,1.39
29/05/2012,15:38,3.44
29/05/2012,21:20,1.93
30/05/2012,03:52,3.57
30/05/2012,10:14,1.32
30/05/2012,16:46,3.52
30/05/2012,22:35,1.82
31/05/2012,05:02,3.65
31/05/2012,11:18,1.19
31/05/2012,17:50,3.65
31/05/2012,23:42,1.61
01/06/2012,06:09,3.78
01/06/2012,12:18,1.03
01/06/2012,18:50,3.82
02/06/2012,00:43,1.34
02/06/2012,07:12,3.94
02/06/2012,13:12,0.9
02/06/2012,19:44,4
03/06/2012,01:37,1.04
03/06/2012,08:10,4.1
03/06/2012,14:02,0.81
03/06/2012,20:35,4.15
04/06/2012,02:28,0.77
04/06/2012,09:05,4.2
04/06/2012,14:50,0.79
04/06/2012,21:23,4.26
05/06/2012,03:17,0.58
05/06/2012,09:56,4.24
05/06/2012,15:37,0.85
05/06/2012,22:11,4.31
06/06/2012,04:05,0.48
06/06/2012,10:47,4.2
06/06/2012,16:23,0.98
06/06/2012,22:56,4.3
07/06/2012,04:54,0.51
07/06/2012,11:36,4.08
07/06/2012,17:08,1.17
07/06/2012,23:42,4.23
08/06/2012,05:44,0.64
08/06/2012,12:25,3.92
08/06/2012,17:53,1.39
09/06/2012,00:29,4.1
09/06/2012,06:35,0.86
09/06/2012,13:15,3.73
09/06/2012,18:39,1.62
10/06/2012,01:17,3.94
10/06/2012,07:30,1.12
10/06/2012,14:08,3.56
10/06/2012,19:30,1.82
11/06/2012,02:09,3.77
11/06/2012,08:30,1.37
11/06/2012,15:05,3.43
11/06/2012,20:32,1.98
12/06/2012,03:08,3.62
12/06/2012,09:34,1.56
12/06/2012,16:08,3.37
12/06/2012,21:45,2.05
13/06/2012,04:13,3.51
13/06/2012,10:38,1.66
13/06/2012,17:10,3.39
13/06/2012,22:59,2.01
14/06/2012,05:20,3.47
14/06/2012,11:37,1.68
14/06/2012,18:08,3.46
15/06/2012,00:02,1.88
15/06/2012,06:22,3.49
15/06/2012,12:26,1.65
15/06/2012,18:59,3.57
16/06/2012,00:51,1.72
16/06/2012,07:16,3.55
16/06/2012,13:07,1.6
16/06/2012,19:44,3.69
17/06/2012,01:34,1.54
17/06/2012,08:02,3.63
17/06/2012,13:44,1.53
17/06/2012,20:25,3.8
18/06/2012,02:12,1.37
18/06/2012,08:44,3.7
18/06/2012,14:20,1.47
18/06/2012,21:02,3.89
19/06/2012,02:49,1.22
19/06/2012,09:23,3.75
19/06/2012,14:55,1.41
19/06/2012,21:38,3.95
20/06/2012,03:25,1.1
20/06/2012,10:01,3.79
20/06/2012,15:29,1.37
20/06/2012,22:12,3.99
21/06/2012,04:01,1.01
21/06/2012,10:38,3.81
21/06/2012,16:04,1.35
21/06/2012,22:47,4.01
22/06/2012,04:37,0.96
22/06/2012,11:14,3.8
22/06/2012,16:40,1.36
22/06/2012,23:23,4
23/06/2012,05:15,0.95
23/06/2012,11:52,3.76
23/06/2012,17:18,1.4
23/06/2012,23:59,3.96
24/06/2012,05:55,0.98
24/06/2012,12:32,3.72
24/06/2012,17:58,1.48
25/06/2012,00:39,3.91
25/06/2012,06:39,1.06
25/06/2012,13:16,3.66
25/06/2012,18:42,1.59
26/06/2012,01:24,3.84
26/06/2012,07:29,1.16
26/06/2012,14:05,3.6
26/06/2012,19:34,1.71
27/06/2012,02:17,3.76
27/06/2012,08:27,1.26
27/06/2012,15:03,3.56
27/06/2012,20:38,1.81
28/06/2012,03:20,3.69
28/06/2012,09:34,1.34
28/06/2012,16:08,3.57
28/06/2012,21:55,1.82
29/06/2012,04:31,3.68
29/06/2012,10:45,1.36
29/06/2012,17:17,3.63
29/06/2012,23:15,1.69
30/06/2012,05:46,3.73
30/06/2012,11:54,1.32
30/06/2012,18:23,3.76
01/07/2012,00:27,1.45
01/07/2012,06:56,3.85
01/07/2012,12:56,1.23
01/07/2012,19:24,3.93
02/07/2012,01:27,1.14
02/07/2012,07:59,3.98
02/07/2012,13:50,1.13
02/07/2012,20:19,4.1
03/07/2012,02:20,0.85
03/07/2012,08:55,4.1
03/07/2012,14:38,1.06
03/07/2012,21:09,4.24
04/07/2012,03:09,0.62
04/07/2012,09:46,4.16
04/07/2012,15:23,1.03
04/07/2012,21:56,4.34
05/07/2012,03:56,0.49
05/07/2012,10:35,4.15
05/07/2012,16:07,1.05
05/07/2012,22:41,4.36
06/07/2012,04:41,0.49
06/07/2012,11:20,4.08
06/07/2012,16:48,1.13
06/07/2012,23:24,4.32
07/07/2012,05:25,0.61
07/07/2012,12:03,3.96
07/07/2012,17:28,1.27
08/07/2012,00:07,4.21
08/07/2012,06:07,0.83
08/07/2012,12:46,3.8
08/07/2012,18:08,1.45
09/07/2012,00:49,4.05
09/07/2012,06:48,1.11
09/07/2012,13:29,3.64
09/07/2012,18:47,1.66
10/07/2012,01:32,3.86
10/07/2012,07:31,1.4
10/07/2012,14:15,3.5
10/07/2012,19:34,1.86
11/07/2012,02:21,3.66
11/07/2012,08:21,1.67
11/07/2012,15:08,3.4
11/07/2012,20:35,2.05
12/07/2012,03:19,3.49
12/07/2012,09:25,1.88
12/07/2012,16:10,3.36
12/07/2012,21:57,2.13
13/07/2012,04:27,3.39
13/07/2012,10:40,1.97
13/07/2012,17:17,3.39
13/07/2012,23:23,2.07
14/07/2012,05:40,3.37
14/07/2012,11:47,1.95
14/07/2012,18:20,3.49
15/07/2012,00:26,1.89
15/07/2012,06:44,3.44
15/07/2012,12:40,1.86
15/07/2012,19:14,3.62
16/07/2012,01:14,1.68
16/07/2012,07:38,3.54
16/07/2012,13:23,1.74
16/07/2012,19:58,3.75
17/07/2012,01:55,1.46
17/07/2012,08:23,3.65
17/07/2012,14:00,1.61
17/07/2012,20:38,3.88
18/07/2012,02:32,1.25
18/07/2012,09:02,3.76
18/07/2012,14:36,1.47
18/07/2012,21:15,3.99
19/07/2012,03:07,1.05
19/07/2012,09:41,3.85
19/07/2012,15:11,1.34
19/07/2012,21:52,4.09
20/07/2012,03:43,0.88
20/07/2012,10:18,3.92
20/07/2012,15:47,1.24
20/07/2012,22:29,4.15
21/07/2012,04:20,0.77
21/07/2012,10:56,3.95
21/07/2012,16:23,1.18
21/07/2012,23:05,4.18
22/07/2012,04:56,0.72
22/07/2012,11:33,3.95
22/07/2012,17:00,1.19
22/07/2012,23:41,4.17
23/07/2012,05:35,0.76
23/07/2012,12:11,3.91
23/07/2012,17:39,1.26
24/07/2012,00:20,4.11
24/07/2012,06:16,0.87
24/07/2012,12:53,3.84
24/07/2012,18:20,1.38
25/07/2012,01:04,4.01
25/07/2012,07:01,1.06
25/07/2012,13:38,3.75
25/07/2012,19:08,1.55
26/07/2012,01:54,3.88
26/07/2012,07:55,1.29
26/07/2012,14:32,3.65
26/07/2012,20:08,1.73
27/07/2012,02:56,3.74
27/07/2012,09:02,1.51
27/07/2012,15:38,3.59
27/07/2012,21:29,1.84
28/07/2012,04:12,3.65
28/07/2012,10:23,1.65
28/07/2012,16:51,3.61
28/07/2012,23:05,1.76
29/07/2012,05:35,3.66
29/07/2012,11:43,1.64
29/07/2012,18:05,3.72
30/07/2012,00:24,1.5
30/07/2012,06:50,3.76
30/07/2012,12:48,1.53
30/07/2012,19:11,3.9
31/07/2012,01:24,1.17
31/07/2012,07:53,3.91
31/07/2012,13:40,1.38
31/07/2012,20:07,4.09
01/08/2012,02:14,0.87
01/08/2012,08:46,4.04
01/08/2012,14:26,1.23
01/08/2012,20:56,4.25
02/08/2012,02:59,0.65
02/08/2012,09:34,4.12
02/08/2012,15:08,1.12
02/08/2012,21:41,4.37
03/08/2012,03:40,0.54
03/08/2012,10:17,4.14
03/08/2012,15:47,1.06
03/08/2012,22:23,4.41
04/08/2012,04:20,0.54
04/08/2012,10:57,4.1
04/08/2012,16:24,1.07
04/08/2012,23:02,4.37
05/08/2012,04:57,0.66
05/08/2012,11:35,4.01
05/08/2012,17:00,1.16
05/08/2012,23:41,4.26
06/08/2012,05:32,0.88
06/08/2012,12:12,3.89
06/08/2012,17:35,1.32
07/08/2012,00:18,4.1
07/08/2012,06:05,1.16
07/08/2012,12:49,3.75
07/08/2012,18:10,1.53
08/08/2012,00:56,3.9
08/08/2012,06:39,1.45
08/08/2012,13:27,3.61
08/08/2012,18:48,1.76
09/08/2012,01:38,3.69
09/08/2012,07:17,1.75
09/08/2012,14:12,3.49
09/08/2012,19:37,2.01
10/08/2012,02:28,3.5
10/08/2012,08:09,2.02
10/08/2012,15:08,3.39
10/08/2012,20:53,2.19
11/08/2012,03:33,3.35
11/08/2012,09:29,2.21
11/08/2012,16:18,3.36
11/08/2012,22:39,2.2
12/08/2012,04:54,3.3
12/08/2012,11:06,2.22
12/08/2012,17:35,3.42
12/08/2012,23:59,2.02
13/08/2012,06:12,3.37
13/08/2012,12:14,2.09
13/08/2012,18:39,3.55
14/08/2012,00:52,1.76
14/08/2012,07:11,3.5
14/08/2012,13:01,1.9
14/08/2012,19:29,3.72
15/08/2012,01:33,1.49
15/08/2012,07:58,3.66
15/08/2012,13:39,1.69
15/08/2012,20:11,3.89
16/08/2012,02:09,1.22
16/08/2012,08:38,3.81
16/08/2012,14:14,1.48
16/08/2012,20:50,4.05
17/08/2012,02:44,0.96
17/08/2012,09:17,3.95
17/08/2012,14:50,1.27
17/08/2012,21:28,4.2
18/08/2012,03:20,0.74
18/08/2012,09:55,4.07
18/08/2012,15:26,1.1
18/08/2012,22:05,4.31
19/08/2012,03:56,0.6
19/08/2012,10:32,4.13
19/08/2012,16:02,1.01
19/08/2012,22:44,4.36
20/08/2012,04:34,0.55
20/08/2012,11:11,4.14
20/08/2012,16:40,1
20/08/2012,23:22,4.35
21/08/2012,05:12,0.63
21/08/2012,11:49,4.1
21/08/2012,17:19,1.07
22/08/2012,00:02,4.27
22/08/2012,05:53,0.82
22/08/2012,12:29,4
22/08/2012,18:00,1.23
23/08/2012,00:45,4.12
23/08/2012,06:36,1.11
23/08/2012,13:14,3.88
23/08/2012,18:47,1.46
24/08/2012,01:37,3.93
24/08/2012,07:29,1.46
24/08/2012,14:07,3.74
24/08/2012,19:49,1.7
25/08/2012,02:41,3.72
25/08/2012,08:40,1.79
25/08/2012,15:13,3.62
